#name	chrom	strand	txStart	txEnd	exonEnds	exonStarts
UNC80	chr2	+	210636763	210864020	210636888,210637866,210640769,210642283,210650913,210654329,210658583,210678565,210680115,210681849,210682676,210683985,210685403,210690762,210694103,210696315,210698892,210699734,210704160,210705372,210707170,210714347,210737694,210742813,210745818,210752984,210761137,210769689,210777391,210778664,210782682,210783387,210786410,210787107,210791710,210794695,210795778,210798729,210800532,210801657,210802354,210804376,210806213,210808238,210809913,210810667,210818994,210822460,210823878,210824431,210832361,210834615,210835681,210837048,210837994,210841027,210841802,210843432,210847041,210856971,210858150,210858988,	210637818,210640613,210641982,210650790,210654256,210658444,210678304,210679981,210681633,210682536,210683717,210685035,210690631,210693956,210696167,210698726,210699636,210703946,210705266,210707074,210714175,210737482,210742678,210745685,210752819,210761037,210769489,210777284,210778526,210782501,210783256,210786224,210786976,210791567,210794595,210795692,210798546,210800438,210801568,210802253,210804196,210805945,210808104,210809775,210810571,210818824,210822368,210823843,210824213,210832161,210834492,210835556,210836925,210837788,210840843,210841637,210843253,210846903,210856890,210858039,210858789,210860053,
ERBB4	chr2	-	212240442	213403565	212248785,212251875,212252717,212285336,212286829,212289026,212293208,212295825,212426813,212484000,212488769,212495319,212522553,212530202,212537982,212543909,212566891,212568919,212570116,212576901,212578373,212587259,212589919,212615429,212652884,212812341,212989628,	212251578,212252670,212285166,212286732,212288880,212293133,212295670,212426628,212483902,212488647,212495187,212522479,212530048,212537889,212543777,212566692,212568829,212570043,212576775,212578260,212587118,212589801,212615364,212652750,212812155,212989477,213403173,
IKZF2	chr2	-	213870087	214016327	213872808,213878658,213886854,213914604,213921823,214012536,214013368,214014971,	213878515,213886717,213914437,213921557,214012432,214013320,214014868,214016137,
SPAG16	chr2	+	214149113	215275225	214149343,214160834,214162081,214174901,214182080,214204994,214215369,214228869,214239843,214354814,214727352,214794869,214878801,214972985,215013990,	214160788,214161986,214174783,214181943,214204887,214215252,214228800,214239734,214354687,214727209,214794684,214878675,214972920,215013864,215274864,
XRCC5	chr2	+	216972187	217071026	216972255,216972421,216974180,216977852,216981565,216982517,216983888,216986976,216990754,216992397,216995710,216997110,217001948,217002902,217006042,217012999,217024884,217026771,217055057,217057458,217059709,217069119,	216972376,216973814,216977739,216981382,216982469,216983766,216986785,216990640,216992259,216995598,216997048,217001811,217002812,217005909,217012806,217024791,217026702,217054948,217057362,217059642,217069045,217069911,
PNKD	chr2	+	219135208	219211516	219135325,219136272,219204621,219204864,219205509,219206349,219206867,219208309,219209293,	219136104,219204506,219204752,219205451,219206257,219206704,219208223,219209178,219209531,
TMBIM1	chr2	-	219138915	219157300	219140344,219140802,219141822,219142176,219142393,219142697,219143288,219143814,219144076,219144849,219146904,	219140749,219141727,219142089,219142356,219142658,219143238,219143761,219144012,219144749,219146663,219157189,
EPHA4	chr2	-	222282749	222437010	222285272,222290862,222291339,222294871,222299011,222301328,222301842,222307734,222308326,222310901,222320378,222321492,222322710,222347410,222365892,222429114,222433505,	222289929,222291184,222294678,222298862,222301119,222301781,222307549,222308213,222310843,222320267,222321333,222322586,222347072,222365737,222428451,222433438,222436878,
SGPP2	chr2	+	223289236	223425667	223289540,223339445,223386665,223389752,	223339287,223386486,223389663,223423066,
CUL3	chr2	-	225334867	225450065	225339093,225343062,225346795,225360683,225362566,225365204,225367789,225368539,225370849,225371720,225376299,225378355,225379489,225400358,225422573,	225342917,225346609,225360549,225362470,225365080,225367682,225368369,225370673,225371575,225376071,225378241,225379329,225400245,225422376,225449661,
TRIP12	chr2	-	230628554	230786725	230632466,230633435,230634041,230636348,230638977,230642195,230643303,230643706,230650571,230652377,230653656,230654478,230655967,230656781,230656942,230657861,230660046,230661498,230662547,230663765,230664099,230667175,230668405,230668943,230670518,230672580,230673085,230675761,230675920,230678747,230679041,230679910,230680024,230683228,230694004,230695537,230701700,230705643,230724290,230744844,	230633332,230633947,230636235,230638813,230642031,230643149,230643592,230650473,230652221,230653514,230654327,230655840,230656582,230656869,230657689,230659895,230661307,230662406,230663591,230663999,230666968,230668287,230668715,230670446,230672424,230672968,230675596,230675852,230678586,230678949,230679815,230679989,230683080,230693909,230695472,230701564,230705538,230723488,230744698,230786596,
ITM2C	chr2	+	231729615	231743962	231729860,231738272,231740523,231741682,231742265,	231738132,231740335,231741572,231742115,231742723,
NGEF	chr2	-	233743396	233877982	233744389,233745960,233746975,233748176,233748854,233750079,233752817,233756197,233757760,233759626,233785295,233791896,233835038,233839674,	233745856,233746896,233748021,233748691,233749990,233752743,233756068,233757608,233759466,233784994,233791754,233834924,233839333,233877778,
SH3BP4	chr2	+	235860617	235964358	235860814,235904020,235943764,235951891,235961394,	235903947,235943515,235949532,235961206,235962236,
AGAP1	chr2	+	236402751	237035198	236403493,236617881,236626288,236649692,236653483,236659132,236706530,236708166,236715975,236792093,236817550,236877267,236945359,236949485,236957925,237029091,	236617823,236626201,236649607,236653342,236658998,236706403,236708011,236715883,236791989,236817382,236877106,236945205,236949395,236957703,237028836,237032563,
FAM132B	chr2	+	239067649	239075695	239067846,239070357,239071479,239072640,239072824,239073001,239074325,	239070235,239071377,239072378,239072716,239072911,239074247,239075597,
HDAC4	chr2	-	239969864	240322643	239974832,239975297,239976529,239988551,239990303,240002888,240003917,240005938,240009310,240011812,240016752,240024592,240029879,240033408,240037006,240048375,240056139,240056339,240061492,240066410,240078469,240085619,240098259,240111773,240158360,240274613,	239975156,239976445,239988418,239990185,240002791,240003798,240005851,240009255,240011705,240016706,240024472,240029746,240033222,240036749,240048152,240055941,240056223,240061380,240066279,240078348,240085499,240098109,240111529,240158289,240274373,240322071,
HDLBP	chr2	-	242168627	242254707	242169102,242169376,242169684,242170359,242173378,242174670,242175009,242176184,242178202,242179235,242179537,242182093,242186298,242186557,242187531,242187763,242189395,242192450,242192912,242194573,242194995,242195814,242196221,242202341,242204020,242206321,242207956,	242169248,242169568,242170174,242173235,242174536,242174905,242176030,242178064,242179017,242179316,242181875,242186167,242186471,242187418,242187659,242189256,242192372,242192808,242194466,242194789,242195599,242196015,242202126,242203863,242206209,242207892,242254517,
SH3YL1	chr2	-	218153	264179	219001,224920,230044,231191,233229,234272,247602,249844,253115,262750,263372,	224864,229966,231023,233101,234160,247538,249731,253005,262631,263211,264084,
TPO	chr2	+	1417233	1546498	1417322,1418274,1426901,1437379,1440156,1457595,1460054,1481376,1488626,1491763,1497811,1499969,1500537,1507851,1520754,1544495,	1418180,1426817,1437210,1440024,1457466,1459848,1480858,1488368,1491593,1497574,1499761,1500367,1507720,1520655,1544366,1546193,
PXDN	chr2	-	1635659	1748278	1638095,1639293,1642750,1643194,1647348,1648524,1653447,1657557,1658280,1664809,1665956,1667535,1668846,1670258,1677584,1680816,1684134,1687499,1687923,1691475,1695771,1696906,	1639180,1642618,1643074,1647140,1648390,1651944,1657400,1658172,1664653,1665844,1667377,1668730,1669986,1677415,1680699,1683965,1687428,1687852,1691404,1695700,1696835,1748028,
TSSC1	chr2	-	3192696	3381653	3193279,3196352,3197937,3200788,3218019,3261226,3341920,3358404,	3196185,3197770,3200652,3217920,3261070,3341788,3358321,3381419,
TRAPPC12	chr2	+	3383446	3483338	3383610,3392441,3405664,3425765,3428434,3447662,3461464,3464107,3469466,3481566,3482704,	3391391,3405548,3425652,3428296,3447550,3461392,3464034,3469368,3481466,3482617,3482990,
COLEC11	chr2	+	3642682	3692048	3642758,3652060,3660972,3685194,3687921,3691129,	3651905,3660901,3685123,3687868,3691034,3691317,
DCDC2C	chr2	+	3751182	3894998	3751628,3756190,3774669,3789638,3800490,3802224,3815470,3817001,3826474,3832690,	3756139,3774593,3789510,3800353,3802182,3815344,3816901,3826406,3832649,3894744,
RNF144A	chr2	+	7057523	7184313	7057753,7081278,7137192,7154689,7154903,7160811,7164647,7170346,	7081079,7137047,7154585,7154843,7160604,7164500,7170257,7179760,
KIDINS220	chr2	-	8868987	8977755	8872112,8873810,8874883,8877129,8887331,8888130,8890465,8891774,8910962,8917022,8918857,8919269,8919944,8926160,8926487,8928942,8930189,8931354,8934117,8936999,8938430,8940628,8943257,8946499,8952623,8953465,8957846,8958923,8967259,	8873574,8874785,8876998,8887275,8888017,8890242,8891596,8910800,8916878,8918769,8919026,8919804,8925871,8926336,8928777,8930010,8931190,8933940,8936901,8938332,8940530,8943060,8946401,8952525,8953367,8957748,8958825,8967116,8977610,
MBOAT2	chr2	-	8992820	9143942	8999034,9000894,9002852,9004364,9008679,9013430,9017343,9022695,9028203,9048846,9083393,9098771,	9000743,9002720,9004300,9008576,9013238,9017160,9022641,9028148,9048751,9083316,9098626,9143669,
CPSF3	chr2	+	9563697	9613230	9563952,9568957,9570149,9571009,9572817,9574089,9576490,9580795,9582105,9583790,9588479,9593150,9595886,9597156,9599747,9607905,9611568,	9568894,9570052,9570881,9572640,9574000,9576340,9580620,9581947,9583644,9588327,9593042,9595788,9597062,9599660,9607836,9611472,9613045,
GRHL1	chr2	+	10091827	10142405	10091982,10095230,10098985,10101565,10102660,10104171,10104475,10105510,10126410,10130875,10132274,10133372,10136098,10136529,10139157,	10095044,10098915,10101175,10102584,10104015,10104364,10105416,10126252,10130824,10132135,10133335,10136007,10136444,10139093,10140721,
NOL10	chr2	-	10711781	10830093	10712316,10717864,10729416,10729877,10741068,10743000,10743283,10747437,10784498,10794673,10798017,10799376,10803170,10807404,10808849,10811816,10813683,10815997,10822195,10824738,	10717762,10729169,10729704,10740979,10742902,10743204,10747311,10784446,10794607,10797868,10799298,10803085,10807344,10808784,10811680,10813646,10815920,10822097,10824693,10829922,
ATP6V1C2	chr2	+	10861775	10925236	10861857,10863104,10866695,10894192,10904551,10908936,10912063,10912736,10915006,10915197,10918795,10922501,	10862950,10866628,10894107,10904457,10908845,10911965,10912668,10914914,10915104,10918698,10922369,10923300,
ROCK2	chr2	-	11319887	11484711	11323566,11332487,11332838,11333983,11334470,11335151,11337474,11337831,11338711,11338900,11341269,11341539,11342247,11348036,11348573,11351966,11354589,11355212,11355538,11355771,11356332,11357295,11358592,11359152,11361483,11362300,11364586,11367524,11376088,11389924,11426765,11427862,	11332274,11332577,11333905,11334382,11335081,11337306,11337652,11338617,11338807,11341083,11341436,11342178,11347852,11348413,11351807,11354483,11354966,11355447,11355636,11356284,11357216,11358581,11359092,11361324,11362209,11364448,11367380,11375828,11389787,11426665,11427781,11484122,
LPIN1	chr2	+	11886714	11967535	11886797,11905859,11907984,11911805,11913871,11919771,11922633,11924048,11925202,11927293,11928582,11932132,11935613,11943159,11944697,11945282,11955366,11959724,11960640,	11905659,11907889,11911498,11913746,11919645,11922327,11923955,11925012,11927200,11928513,11932040,11935534,11943033,11944549,11945196,11955214,11959610,11960537,11964758,
NBAS	chr2	-	15307033	15701454	15307447,15319240,15327004,15330527,15359092,15372635,15374871,15378810,15415942,15417225,15427307,15432890,15448477,15449371,15467994,15468436,15470889,15492205,15493834,15496540,15506817,15514844,15519955,15523441,15534473,15536599,15542425,15555843,15557836,15564592,15567918,15601461,15601915,15607531,15607928,15608657,15613471,15614448,15616004,15618413,15629146,15644337,15651474,15674765,15676675,15679480,15691660,15693597,15694262,15696943,15698758,	15319112,15326866,15330388,15358897,15372546,15374669,15378592,15415608,15416975,15427197,15432661,15448340,15449295,15467874,15468323,15470722,15492116,15493677,15496427,15506704,15514732,15519726,15523339,15534351,15536537,15542292,15555670,15557651,15564439,15567835,15601325,15601811,15607453,15607788,15608506,15613346,15614191,15615811,15618350,15629018,15644269,15651336,15674667,15676542,15679347,15691617,15693550,15694185,15696907,15698704,15701312,
RAD51AP2	chr2	-	17691851	17699706	17692222,17695359,	17695279,17696436,
SMC6	chr2	-	17846714	17981462	17846880,17847784,17851842,17860231,17865030,17876564,17877693,17881645,17883176,17884559,17888646,17890020,17896332,17897531,17898172,17898443,17899490,17902305,17902528,17906625,17907736,17912406,17913144,17919593,17922996,17927218,17969188,17980492,17981027,	17847687,17851690,17860126,17864905,17876419,17877556,17881475,17883096,17884424,17888486,17889906,17896128,17897353,17898008,17898355,17899344,17902207,17902409,17906524,17907656,17912345,17913008,17919488,17922879,17927094,17969082,17980418,17980906,17981371,
GEN1	chr2	+	17935125	17970208	17935234,17941371,17942849,17946340,17947956,17950078,17952554,17954051,17954399,17954566,17955668,17959330,17961388,	17941196,17942663,17946164,17947846,17950005,17952463,17953901,17954363,17954486,17955538,17959269,17961245,17961888,
KCNS3	chr2	+	18059114	18114221	18059313,18099138,	18098947,18112217,
WDR35	chr2	-	20110021	20189883	20113469,20114038,20130313,20131170,20132208,20133272,20135364,20136126,20137707,20138162,20141600,20145757,20146331,20147978,20151245,20153739,20160375,20166670,20169366,20173469,20174394,20175424,20178640,20180544,20182295,20189043,	20113798,20130157,20131030,20132044,20133162,20135232,20135980,20137504,20138026,20141520,20145547,20146222,20147925,20151176,20153595,20160315,20166485,20169241,20173324,20174229,20175291,20178512,20180452,20182224,20188926,20189753,
